timestamp (AEST),ax,ay,az,gx,gy,gz
2025-10-11 16:32:37.911,-132,-19,1004,1281,-1098,-671
2025-10-11 16:32:37.912,-134,-22,1008,549,-1220,-549
2025-10-11 16:32:37.958,-128,-26,1014,671,-1708,-488
2025-10-11 16:32:37.959,-130,-17,1013,-61,-1586,-610
2025-10-11 16:32:38.006,-123,-24,1012,-183,-610,-854
2025-10-11 16:32:38.007,-128,-30,1018,671,-976,-305
2025-10-11 16:32:38.055,-127,-29,1022,732,-1892,183
2025-10-11 16:32:38.056,-119,-20,1022,1342,-1708,610
2025-10-11 16:32:38.056,-120,-9,1026,976,-427,549
2025-10-11 16:32:38.104,-123,-8,1028,-305,244,-305
2025-10-11 16:32:38.105,-123,-21,1030,-305,-183,-610
2025-10-11 16:32:38.202,-123,-27,1036,61,-1342,-610
2025-10-11 16:32:38.202,-127,-30,1045,732,-2563,-854
2025-10-11 16:32:38.203,-122,-31,1059,-305,-1953,-1281
2025-10-11 16:32:38.203,-98,-47,1039,1464,671,-305
2025-10-11 16:32:38.250,-114,-53,1030,2014,2990,1281
2025-10-11 16:32:38.251,-126,-51,1011,3540,3356,2807
2025-10-11 16:32:38.252,-137,-33,1006,6408,1525,3906
2025-10-11 16:32:38.252,-132,10,997,4455,1037,3234
2025-10-11 16:32:38.299,-131,11,999,2563,793,1403
2025-10-11 16:32:38.299,-128,5,997,610,1037,854
2025-10-11 16:32:38.348,-128,-10,999,793,854,-61
2025-10-11 16:32:38.349,-128,-13,997,2075,183,1342
2025-10-11 16:32:38.350,-121,-6,1000,2380,183,854
2025-10-11 16:32:38.397,-118,5,1000,427,915,732
2025-10-11 16:32:38.398,-129,0,1002,549,-122,366
2025-10-11 16:32:38.454,-127,0,1011,1220,-1098,244
2025-10-11 16:32:38.455,-120,5,1016,1159,-1403,-610
2025-10-11 16:32:38.494,-118,3,1012,732,-610,-1098
2025-10-11 16:32:38.494,-128,0,1018,-244,-427,-793
2025-10-11 16:32:38.497,-129,-2,1018,-915,-976,-610
2025-10-11 16:32:38.543,-124,0,1018,-488,-1342,-1098
2025-10-11 16:32:38.543,-128,1,1021,-1037,-1831,-2136
2025-10-11 16:32:38.592,-133,-4,1022,-1770,-3662,-2075
2025-10-11 16:32:38.592,-120,-9,1023,-2075,-4089,-2136
2025-10-11 16:32:38.593,-118,0,1025,-3479,-3967,-2502
2025-10-11 16:32:38.641,-120,5,1023,-7690,-3601,-2502
2025-10-11 16:32:38.642,-119,-9,1018,-13366,-3784,-2380
2025-10-11 16:32:38.689,-130,-40,1032,-14526,-5554,-2319
2025-10-11 16:32:38.689,-142,-50,1041,-8239,-10253,-2136
2025-10-11 16:32:38.739,-149,-49,1078,-3417,-16540,-1586
2025-10-11 16:32:38.739,-136,-46,1086,5004,-27648,-5737
2025-10-11 16:32:38.739,-90,12,1066,3417,28915,-5981
2025-10-11 16:32:38.787,-68,0,1067,-16967,12070,-3540
2025-10-11 16:32:38.791,-52,-23,1083,-25329,-1724,0
2025-10-11 16:32:38.836,-26,-57,1088,-27893,-12405,-3723
2025-10-11 16:32:38.837,1,-71,1071,-27343,-19730,-6408
2025-10-11 16:32:38.838,-29,-125,1030,-27893,-28519,-183
2025-10-11 16:32:38.884,43,-153,994,-22399,22796,10192
2025-10-11 16:32:38.884,97,-106,974,-31127,3631,19775
2025-10-11 16:32:38.933,95,-125,927,-27709,-12238,-27512
2025-10-11 16:32:38.933,209,-185,843,27634,21254,26245
2025-10-11 16:32:38.934,296,-115,801,21225,9353,-7690
2025-10-11 16:32:38.982,382,-136,835,-1968,19423,-29174
2025-10-11 16:32:38.982,481,-173,806,-4898,-20356,24582
2025-10-11 16:32:39.032,523,-203,794,-5142,14251,19943
2025-10-11 16:32:39.032,587,-274,803,8530,-17166,24765
2025-10-11 16:32:39.033,586,-290,811,22812,9811,-20874
2025-10-11 16:32:39.080,593,-239,811,-30456,24399,5371
2025-10-11 16:32:39.081,600,-217,804,-30761,31174,18737
2025-10-11 16:32:39.128,614,-241,791,-32226,31174,8850
2025-10-11 16:32:39.129,631,-291,784,-31311,31235,5126
2025-10-11 16:32:39.177,643,-357,772,-23559,-28381,1892
2025-10-11 16:32:39.177,665,-365,767,-6652,-12207,-793
2025-10-11 16:32:39.178,660,-287,769,-2258,-2868,-2075
2025-10-11 16:32:39.226,627,-275,770,-2258,-2563,-7324
2025-10-11 16:32:39.226,626,-289,763,-5310,-9277,3906
2025-10-11 16:32:39.274,646,-282,748,-7873,-10437,2746
2025-10-11 16:32:39.274,659,-323,748,-7019,-9704,-610
2025-10-11 16:32:39.275,665,-338,743,-2380,-3967,1892
2025-10-11 16:32:39.325,669,-332,745,2380,1647,1525
2025-10-11 16:32:39.325,652,-302,741,4394,3845,1770
2025-10-11 16:32:39.374,638,-294,737,3051,4394,1525
2025-10-11 16:32:39.375,635,-304,739,1403,2624,1647
2025-10-11 16:32:39.376,629,-293,733,2136,1220,1831
2025-10-11 16:32:39.421,628,-296,730,1586,1220,1464
2025-10-11 16:32:39.421,630,-296,735,1220,976,1892
2025-10-11 16:32:39.469,628,-287,732,-61,976,2868
2025-10-11 16:32:39.470,627,-293,731,-1831,61,1892
2025-10-11 16:32:39.518,622,-319,734,-1037,-976,0
2025-10-11 16:32:39.519,627,-314,741,1464,-1342,-244
2025-10-11 16:32:39.519,633,-298,742,1525,-732,-1098
2025-10-11 16:32:39.567,628,-303,741,732,-671,-1281
2025-10-11 16:32:39.568,631,-316,740,1525,-671,-366
2025-10-11 16:32:39.618,630,-306,747,2136,488,-366
